YouTube ID,Chapter,Piece,Player,Gender,Comment
xQV-IpVgZ2o,,"Butterworth,_George/6_Songs_from_A_Shropshire_Lad/6_Is_my_team_ploughing",Dan Kempson,Male,
shP-NrHqUxI,,"Butterworth,_George/Bredon_Hill_and_Other_Songs/1_Bredon_Hill",Roderick Williams,Male,
xdmiEQYMBqs,,"Butterworth,_George/Bredon_Hill_and_Other_Songs/1_Bredon_Hill",Bryn Terfel,Male,
DQM-ANKwIRQ,,"Butterworth,_George/Bredon_Hill_and_Other_Songs/1_Bredon_Hill",Benjamin Luxon,Male,
A6EaEuqEmio,,"Butterworth,_George/Bredon_Hill_and_Other_Songs/2_Oh_Fair_Enough_are_Sky_and_Plain",Bryn Terfel,Male,Very less tempo for this one
ZP3ipk89FT0,,"Butterworth,_George/Bredon_Hill_and_Other_Songs/2_Oh_Fair_Enough_are_Sky_and_Plain",Benjamin Luxon,Male,Very less tempo for this one
G_ItYTlA0xY,,"Butterworth,_George/Bredon_Hill_and_Other_Songs/2_Oh_Fair_Enough_are_Sky_and_Plain",Roderick Williams,Male,
0a1pPjVKg1I,,"Butterworth,_George/Bredon_Hill_and_Other_Songs/2_Oh_Fair_Enough_are_Sky_and_Plain",Steve Hassmer,Male,
vmk7_l051Sw,,"Butterworth,_George/Bredon_Hill_and_Other_Songs/2_Oh_Fair_Enough_are_Sky_and_Plain",Simon Keenlyside,Male,
pJhF9g2elPU,,"Butterworth,_George/Bredon_Hill_and_Other_Songs/3_When_the_Lad_for_Longing_Sighs",Thomas Hughes,Male,
WS-B7_tcsEU,,"Butterworth,_George/Bredon_Hill_and_Other_Songs/3_When_the_Lad_for_Longing_Sighs",Bryn Terfel,Male,
kKY-p7pVM78,,"Butterworth,_George/Bredon_Hill_and_Other_Songs/3_When_the_Lad_for_Longing_Sighs",Benjamin Luxon,Male,
tK2ocDXSDIE,,"Butterworth,_George/Bredon_Hill_and_Other_Songs/3_When_the_Lad_for_Longing_Sighs",Simon Keenlyside,Male,
lSU1ETrDzjE,,"Butterworth,_George/Bredon_Hill_and_Other_Songs/3_When_the_Lad_for_Longing_Sighs",Roderick Williams,Male,
PntdHJLTqCU,,"Butterworth,_George/Bredon_Hill_and_Other_Songs/3_When_the_Lad_for_Longing_Sighs",John Cameron,Male,
9nbD5EKylSU,,"Butterworth,_George/Bredon_Hill_and_Other_Songs/3_When_the_Lad_for_Longing_Sighs",Mark Stone,Male,
Ga9HmJ_Vtrk,,"Butterworth,_George/Bredon_Hill_and_Other_Songs/4_On_the_Idle_Hill_of_Summer",Bryn Terfel,Male,
Lb9AL_t0iio,,"Butterworth,_George/Bredon_Hill_and_Other_Songs/4_On_the_Idle_Hill_of_Summer",Benjamin Luxon,Male,
wq305klsbm4,,"Butterworth,_George/Bredon_Hill_and_Other_Songs/4_On_the_Idle_Hill_of_Summer",Roderick Williams,Male,
yD4NKmCQ5Ho,,"Butterworth,_George/Bredon_Hill_and_Other_Songs/4_On_the_Idle_Hill_of_Summer",David McFerrin,Male,
iM54KK-VqHs,,"Butterworth,_George/Bredon_Hill_and_Other_Songs/4_On_the_Idle_Hill_of_Summer",Simon Keenlyside,Male,
hezmIcB2u3g,,"Butterworth,_George/Bredon_Hill_and_Other_Songs/4_On_the_Idle_Hill_of_Summer",Mark Stone,Male,
WOauwSACdAc,,"Butterworth,_George/Bredon_Hill_and_Other_Songs/5_With_Rue_my_Heart_is_Laden",Bryn Terfel,Male,The tempo in the score is more than the performance
M5xTlkfpXa8,,"Butterworth,_George/Bredon_Hill_and_Other_Songs/5_With_Rue_my_Heart_is_Laden",Simon Keenlyside,Male,
Q_04My-x3S8,,"Butterworth,_George/Bredon_Hill_and_Other_Songs/5_With_Rue_my_Heart_is_Laden",Roderick Williams,Male,
cslAh4H2Zc0,,"Butterworth,_George/Bredon_Hill_and_Other_Songs/5_With_Rue_my_Heart_is_Laden",Benjamin Luxon,Male,
5rz1-7v9X8o,,"Butterworth,_George/Bredon_Hill_and_Other_Songs/5_With_Rue_my_Heart_is_Laden",Scot Weir ,Male,
