YouTube ID,Chapter,Piece,Player,Gender,Comment
prb8vGmfru4,,"Brahms,_Johannes/6_Songs,_Op.6/3_Nachwirkung",Róbert Morvai,Male,
kv5BxneAdS8,,"Brahms,_Johannes/6_Songs,_Op.7/1_Treue_Liebe",Stefanie Irányi,Female,
kZ7pOSgwAHw,,"Brahms,_Johannes/6_Songs,_Op.7/1_Treue_Liebe",Juliane Banse,Female,
2VXmUXJ-COY,,"Brahms,_Johannes/6_Songs,_Op.7/1_Treue_Liebe",Nikola Hillebrand,Female,
XdwhTa1PunI,,"Brahms,_Johannes/6_Songs,_Op.7/1_Treue_Liebe",Dietrich Fischer-Dieskau,Male,
kfp8_UbuuQs,,"Brahms,_Johannes/6_Songs,_Op.7/1_Treue_Liebe",Elisabeth Freyhoff,Female,
6lup17CQitY,,"Brahms,_Johannes/6_Songs,_Op.7/1_Treue_Liebe",Håvard Stensvold ,Male,
,,"Brahms,_Johannes/6_Songs,_Op.7/2_Parole",,,"We dont investigate this cox it has many repeats, there will be potential challenges with alignment with this score"
,,"Brahms,_Johannes/8_Lieder_and_Romances,_Op.14/1_Vor_dem_Fenster",,,"We dont investigate this cox it has many repeats, there will be potential challenges with alignment with this score"
,,"Brahms,_Johannes/8_Lieder_and_Romances,_Op.14/3_Murrays_Ermordung",,,"We dont investigate this cox it has many repeats, there will be potential challenges with alignment with this score"
Pp0gvonWc5M,,"Brahms,_Johannes/8_Lieder_und_Gesänge,_Op.59/3_Regenlied",Dietrich Fischer-Dieskau,Male,
Wt91UV3bxlc,,"Brahms,_Johannes/8_Lieder_und_Gesänge,_Op.59/3_Regenlied",Lenneke Ruiten,Female,
uG31Gpwjjag,,"Brahms,_Johannes/8_Lieder_und_Gesänge,_Op.59/3_Regenlied",Robin Steitz,Female,
Ri61Y1wz5QE,,"Brahms,_Johannes/8_Lieder_und_Gesänge,_Op.59/5_Agnes",Elly Ameling,Female,
tPDMdKyT72A,,"Brahms,_Johannes/8_Lieder_und_Gesänge,_Op.59/5_Agnes",Jessye Norman,Female,
G3UF9JH1udU,,"Brahms,_Johannes/8_Lieder_und_Gesänge,_Op.59/5_Agnes",Juliane Banse,Female,
7-xK9T9sVA4,,"Brahms,_Johannes/8_Lieder_und_Gesänge,_Op.59/5_Agnes",Ingeborg Danz,Female,
_I1RcBjoiPI,,"Brahms,_Johannes/8_Lieder_und_Gesänge,_Op.59/5_Agnes",Barbara Hendricks,Female,
NNV16y_QPdA,,"Brahms,_Johannes/8_Lieder_und_Gesänge,_Op.59/5_Agnes",Marina Viotti,Female,
yCAKbD9Tyys,,"Brahms,_Johannes/8_Lieder_und_Gesänge,_Op.59/7_Mein_wundes_Herz",Stefanie Irányi,Female,This score is weird. There are no annotations in the mscx file but there are annotations in the converted xml files
bW13ff1A3rc,,"Brahms,_Johannes/8_Lieder_und_Gesänge,_Op.59/7_Mein_wundes_Herz",Dietrich Fischer-Dieskau,Male,
bKC3D3S_mAQ,,"Brahms,_Johannes/8_Lieder_und_Gesänge,_Op.59/7_Mein_wundes_Herz",Andreas Schmidt,Male,
DdTBJ0SLp1s,,"Brahms,_Johannes/8_Lieder_und_Gesänge,_Op.59/7_Mein_wundes_Herz",Robert Holl,Male,
BhOOgrve8hs,,"Brahms,_Johannes/8_Lieder_und_Gesänge,_Op.59/7_Mein_wundes_Herz",Aryeh Nussbaum Cohen,Male,
HIXAMxO-2z4,,"Brahms,_Johannes/8_Lieder_und_Gesänge,_Op.59/7_Mein_wundes_Herz",Mitsuko Shirai,Female,
7Sh4hhl7IqE,,"Brahms,_Johannes/9_Lieder_und_Gesänge,_Op.32/9_Wie_bist_du,_meine_Königin",Dietrich Fischer-Dieskau,Male,This score is weird. There are no annotations in the mscx file but there are annotations in the converted xml files
dDqFkurAoaM,,"Brahms,_Johannes/9_Lieder_und_Gesänge,_Op.32/9_Wie_bist_du,_meine_Königin",Thomas Quasthoff,Male,
mZoLIAYQcLs,,"Brahms,_Johannes/9_Lieder_und_Gesänge,_Op.32/9_Wie_bist_du,_meine_Königin",Kwangchul Youn,Male,"The dynamics are not very well adhered to in this song, as found by listening"
ewgwnVrTw14,,"Brahms,_Johannes/9_Lieder_und_Gesänge,_Op.63/3_An_ein_Bild",Dietrich Fischer-Dieskau,Male,
vLwKvdFULZM,,"Brahms,_Johannes/9_Lieder_und_Gesänge,_Op.63/3_An_ein_Bild",Andreas Schmidt,Male,
fNw_OS6oQXo,,"Brahms,_Johannes/9_Lieder_und_Gesänge,_Op.63/9_Heimweh_III",Dietrich Fischer-Dieskau,Male,
6xdAUk6TGnE,,"Brahms,_Johannes/9_Lieder_und_Gesänge,_Op.63/9_Heimweh_III",Andreas Schmidt,Male,
