YouTube ID,Chapter,Piece,Player,Gender,Comment
4IPHzPA-CkU,,"Chaminade,_Cécile/_/L’amour_captif",Ada Lis Jimena,Female,
o993k1N4W-g,,"Chaminade,_Cécile/_/L’amour_captif",Anne Sofie von Otter,Female,
xvwFJzeHs7U,,"Chaminade,_Cécile/_/L’amour_captif",Heike Hallaschka,Female,
QdtBBH6t2e4,,"Chaminade,_Cécile/_/L’amour_captif",Louise Alder,Female,
Bi-OaH0zrzA,,"Chaminade,_Cécile/_/L’été",Anne Sofie von Otter,Female,
3yLiSgYsBDo,,"Chaminade,_Cécile/_/L’été",Michele Currenti,Female,
n2iF6U-n-QA,,"Chaminade,_Cécile/_/L’été",M Lougarre,Female,
vKhqr3PfbGk,,"Chaminade,_Cécile/_/L’été",Chia-Wen Chen,Female,
0daNZ8E_T5Y,,"Chaminade,_Cécile/_/L’été",Stacey Alleaume,Female,
8zJEPlfBLkA,,"Chaminade,_Cécile/_/L’été",Ava Sauer,Female,
4N0AsvyUcBo,,"Chaminade,_Cécile/_/L’Idéal",Sooah Park,Female,
iY49kE7EJz0,,"Chaminade,_Cécile/_/L’Idéal",Tatyana Boyechko,Female,
qbm_u4SNbHk,,"Chaminade,_Cécile/_/La_fiancée_du_soldat",Harry Grigg,Male,
_atwlS9uEHI,,"Chaminade,_Cécile/_/Les_rêves",Katherine Eberle,Female,
oxhNSKQuVZQ,,"Chaminade,_Cécile/_/Les_rêves",M Lougarre,Female,
l6id4Byw3FA,,"Chaminade,_Cécile/_/Les_rêves",Sooah Park,Female,
K4kEQga8SFI,,"Chaminade,_Cécile/_/Madrigal",Rebecca de Pont Davies,Female,
q_XWKtwfigw,,"Chaminade,_Cécile/_/Madrigal",Dina Shimanovich,Female,
Utx3BULkZ3s,,"Chaminade,_Cécile/_/Madrigal",Tamuna Melanashvili,Female,
X2axOWM5NRw,,"Chaminade,_Cécile/_/Plaintes_d’amour",Kristen Marion,Female,
2_W43No8EJM,,"Chaminade,_Cécile/_/Plaintes_d’amour",Aga Winska,Female,
XJa-jSPY3o4,,"Chaminade,_Cécile/_/Plaintes_d’amour",Allison Czer,Female,
oIe6lYOEYik,,"Chaminade,_Cécile/_/Rêve_d’un_soir",Oksana Lazareva,Female,
X-BDPA1G3c4,,"Chaminade,_Cécile/_/Rêve_d’un_soir",Sooah Park,Female,
PzTJV2iJDDk,,"Chaminade,_Cécile/_/Rêve_d’un_soir",Ximena Bernal,Female,
1XJesxhbgOY,,"Chaminade,_Cécile/_/Rêve_d’un_soir",Cyrille Dubois,Male,
Z8L4j144qqc,,"Chaminade,_Cécile/_/Rêve_d’un_soir",Rebecca de Pont Davies,Female,
I-RlnkiW310,,"Chaminade,_Cécile/_/Rêve_d’un_soir",Sarah Farr,Female,
oGqL9WoBkWs,,"Chaminade,_Cécile/_/Ritournelle",Milou Houtkooper,Female,
IHyGa6_e7u8,,"Chaminade,_Cécile/_/Ritournelle",Excel Lied,Male,
ej63qrIcF3U,,"Chaminade,_Cécile/_/Ritournelle",Carol Lodela,Female,
ldFZo9Udap8,,"Chaminade,_Cécile/_/Rosemonde",Hannah Wolfe,Female,
nGZu5b6Xr58,,"Chaminade,_Cécile/_/Rosemonde",Lucy Crowne,Female,
G0uulrCk9xE,,"Chaminade,_Cécile/_/Rosemonde",Emma Rogers,Female,
