YouTube ID,Chapter,Piece,Player,Gender,Comment
ez3_JfZAMSs,,"Boulanger,_Lili/Clairières_dans_le_ciel/08_Vous_m’avez_regardé_avec_toute_votre_âme",Heidi Grant Murphy,Female,
xiEFwUVDsng,,"Boulanger,_Lili/Clairières_dans_le_ciel/08_Vous_m’avez_regardé_avec_toute_votre_âme",Inès Berlet,Female,
M0MBGd1vVvg,,"Boulanger,_Lili/Clairières_dans_le_ciel/08_Vous_m’avez_regardé_avec_toute_votre_âme",Sandrine Piau,Female,
VcaAY16TXkI,,"Boulanger,_Lili/Clairières_dans_le_ciel/08_Vous_m’avez_regardé_avec_toute_votre_âme",Katharina Konradi,Female,
rOBGYulJIz8,,"Boulanger,_Lili/Clairières_dans_le_ciel/08_Vous_m’avez_regardé_avec_toute_votre_âme",Wiebke Hoogklimmer,Male,
z7gPh4wfX-Y,,"Boulanger,_Lili/Clairières_dans_le_ciel/08_Vous_m’avez_regardé_avec_toute_votre_âme",Simone Riksman,Female,
_WUSRNANTU8,,"Boulanger,_Lili/Clairières_dans_le_ciel/09_Les_lilas_qui_avaient_fleuri",Heidi Grant Murphy,Female,
AbHm_5FMrZg,,"Boulanger,_Lili/Clairières_dans_le_ciel/09_Les_lilas_qui_avaient_fleuri",Nicholas Phan,Male,
BvHEatjpH9A,,"Boulanger,_Lili/Clairières_dans_le_ciel/09_Les_lilas_qui_avaient_fleuri",Sarah Gilford,Female,
7QsUaqFs3so,,"Boulanger,_Lili/Clairières_dans_le_ciel/09_Les_lilas_qui_avaient_fleuri",Wiebke Hoogklimmer,Male,
zzOJyoLVQr8,,"Boulanger,_Lili/Clairières_dans_le_ciel/09_Les_lilas_qui_avaient_fleuri",Ambroisine Bré,Female,
8GxiJIyvYPY,,"Boulanger,_Lili/Clairières_dans_le_ciel/09_Les_lilas_qui_avaient_fleuri",Héloïse Poulet,Female,
HRdL-5iGZcw,,"Boulanger,_Lili/Clairières_dans_le_ciel/10_Deux_ancolies",Heidi Grant Murphy,Female,
mu5YH3t1BNs,,"Boulanger,_Lili/Clairières_dans_le_ciel/10_Deux_ancolies",Alina Wunderlin,Female,
bGFYujTjwKU,,"Boulanger,_Lili/Clairières_dans_le_ciel/10_Deux_ancolies",Wiebke Hoogklimmer,Male,
JZYer4hYdt8,,"Boulanger,_Lili/Clairières_dans_le_ciel/10_Deux_ancolies",Jean-Paul Fouchecourt,Male,
VwAw9GP4yNY,,"Boulanger,_Lili/Clairières_dans_le_ciel/10_Deux_ancolies",Elizabeth Pope,Female,
CYJICLELyS4,,"Boulanger,_Lili/Clairières_dans_le_ciel/10_Deux_ancolies",Ariana Troxell-Layton,Female,
XDzquRDrFGI,,"Boulanger,_Lili/Clairières_dans_le_ciel/11_Par_ce_que_j’ai_souffert",Heidi Grant Murphy,Female,
VkPwv0WpnR0,,"Boulanger,_Lili/Clairières_dans_le_ciel/11_Par_ce_que_j’ai_souffert",Anne Wright,Female,
CmhqO1ljDEs,,"Boulanger,_Lili/Clairières_dans_le_ciel/11_Par_ce_que_j’ai_souffert",Wiebke Hoogklimmer,Male,
a9NHCYhMklc,,"Boulanger,_Lili/Clairières_dans_le_ciel/11_Par_ce_que_j’ai_souffert",Nicholas Phan,Male,
oTIw0vXbOmQ,,"Boulanger,_Lili/Clairières_dans_le_ciel/11_Par_ce_que_j’ai_souffert",Alysha Harris,Female,
VHQtYR2ioIc,,"Boulanger,_Lili/Clairières_dans_le_ciel/11_Par_ce_que_j’ai_souffert",Yukari Fukui,Female,
afg_Najnn1A,,"Boulanger,_Lili/Clairières_dans_le_ciel/12_Je_garde_une_médaille_d’elle",Heidi Grant Murphy,Female,The tempo in the performances is considerably different
4J5FYm_3g08,,"Boulanger,_Lili/Clairières_dans_le_ciel/12_Je_garde_une_médaille_d’elle",Sandrine Piau,Female,The tempo in the performances is considerably different
JocB1hG73M,,"Boulanger,_Lili/Clairières_dans_le_ciel/12_Je_garde_une_médaille_d’elle",Wiebke Hoogklimmer,Male,"Not in this one, the duration is more or less the same"
fpm99lsxF_s,,"Boulanger,_Lili/Clairières_dans_le_ciel/12_Je_garde_une_médaille_d’elle",Milena Lange,Female,"Here, thte tempo is different"
5IYfj31Xtuk,,"Boulanger,_Lili/Clairières_dans_le_ciel/12_Je_garde_une_médaille_d’elle",Rebecca Richardson,Female,
rhbgQQX79s4,,"Boulanger,_Lili/Clairières_dans_le_ciel/13_Demain_fera_un_an",Katharine Dain,Female,There are 56 dynamics markings in this score
bb-HOOkLG2,,"Boulanger,_Lili/Clairières_dans_le_ciel/13_Demain_fera_un_an",Bauwien van der Meer,Female,
EB-16Cc7t8c,,"Boulanger,_Lili/Clairières_dans_le_ciel/13_Demain_fera_un_an",Milena Lange,Female,
0M5KkF6P9ls,,"Boulanger,_Lili/Clairières_dans_le_ciel/13_Demain_fera_un_an",Nicholas Phan,Male,
D_u6s68uE_A,,"Boulanger,_Lili/Clairières_dans_le_ciel/13_Demain_fera_un_an",Heidi Grant Murphy,Female,
hkfx7WGmkqA,,"Boulanger,_Lili/Clairières_dans_le_ciel/13_Demain_fera_un_an",Émile Naoumoff,Female,
BkeI9g448Ys,,"Boulanger,_Lili/Clairières_dans_le_ciel/13_Demain_fera_un_an",Wiebke Hoogklimmer,Male,
gYOHaOerSJc,,"Boulanger,_Lili/Clairières_dans_le_ciel/13_Demain_fera_un_an",Lucile Richardot,Female,
lOO6fePWJcQ,,"Boulanger,_Lili/_/Attente",Emile Naoumoff,Female,
4zXyAgH2KDc,,"Boulanger,_Lili/_/Attente",Nicholas Phan,Male,
c045hNERF3I,,"Boulanger,_Lili/_/Attente",Helene Schneiderman,Female,
vAc7h07obxc,,"Boulanger,_Lili/_/Attente",Maria Riccarda Wesseling,Female,
i73rb8uRx50,,"Boulanger,_Lili/_/Attente",Nicholas Phan,Male,
wEA7NUI7LBc,,"Boulanger,_Lili/_/Dans_l’immense_tristesse",Marie-Juliette Olga,Female,Difference in BPM with this track too
raqbrfiiD44,,"Boulanger,_Lili/_/Dans_l’immense_tristesse",Helene Schneiderman ,Female,
BuTPtds-wfg,,"Boulanger,_Lili/_/Dans_l’immense_tristesse",Maria Riccarda Wesseling,Female,
iXFYub80nSg,,"Boulanger,_Lili/_/Dans_l’immense_tristesse",Sonia de Beaufort,Female,
IhPuF-X_sII,,"Boulanger,_Lili/_/Reflets",Maria Riccarda Wesseling,Female,
Et3VEyyawLA,,"Boulanger,_Lili/_/Reflets",Anna Trombetta,Female,
sNajLyTpq9Q,,"Boulanger,_Lili/_/Reflets",Ambroisine Bré,Female,
sopSIzpqqX8,,"Boulanger,_Lili/_/Reflets",Nicholas Phan,Male,
O6zF5T_Ig2k,,"Boulanger,_Lili/_/Reflets",Helene Schneiderman,Female,
