YouTube ID,Chapter,Piece,Player,Gender,Comment
NCA6kKW5TRQ,,"Schubert,_Franz/Op.60/1_Greisengesang,_D.778",Florian Boesch,Male,
JpqeqGvL5Hw,,"Schubert,_Franz/Op.60/1_Greisengesang,_D.778",Matthias Goerne,Male,
bKfBJ4j7JRc,,"Schubert,_Franz/Op.60/1_Greisengesang,_D.778",Peter Schreier,Male,
4c91H8foVkQ,,"Schubert,_Franz/Schwanengesang,_D.957/08_Der_Atlas",Peter Schreier,Male,There are many recordings of this piece
4t38y2139gk,,"Schubert,_Franz/Schwanengesang,_D.957/08_Der_Atlas",Dietrich Fischer-Dieskau,Male,
fNS_N37Ezbs,,"Schubert,_Franz/Schwanengesang,_D.957/08_Der_Atlas",Wolfgang Holzmair,Male,
Rd8462YPePU,,"Schubert,_Franz/Schwanengesang,_D.957/08_Der_Atlas",Ian Bostridge,Male,
gB93G3BlOGY,,"Schubert,_Franz/Schwanengesang,_D.957/08_Der_Atlas",Thomas Quasthoff,Male,
ojg6jET6rdk,,"Schubert,_Franz/Schwanengesang,_D.957/08_Der_Atlas",Christoph Prégardien,Male,
Z2bckeJZpis,,"Schubert,_Franz/Schwanengesang,_D.957/08_Der_Atlas",Brigitte Fassbaender,Female,
tTHuLvj50pA,,"Schubert,_Franz/Schwanengesang,_D.957/08_Der_Atlas",Hermann Prey,Male,
HYv_QMBtHvE,,"Schubert,_Franz/Schwanengesang,_D.957/08_Der_Atlas",Thomas E. Bauer,Male,
z77LCmIIAeg,,"Schubert,_Franz/Schwanengesang,_D.957/08_Der_Atlas",Nathalie Stutzmann,Female,
U-n5blF9kgY,,"Schubert,_Franz/Schwanengesang,_D.957/08_Der_Atlas",Andrè Schuen,Male,
KqxgTBpIcPg,,"Schubert,_Franz/Schwanengesang,_D.957/08_Der_Atlas",Ernst Haefliger,Male,
1nQ0BYutLpY,,"Schubert,_Franz/Schwanengesang,_D.957/08_Der_Atlas",Jan Kobow,Male,
kJkkV-GkBSg,,"Schubert,_Franz/Schwanengesang,_D.957/08_Der_Atlas",Bo Skovhus,Male,
kTRC3MdMUfw,,"Schubert,_Franz/Schwanengesang,_D.957/08_Der_Atlas",George London,Male,
IJUQSU91tNE,,"Schubert,_Franz/Schwanengesang,_D.957/08_Der_Atlas",Andreas Schmidt,Male,
wKLXjD_lSd4,,"Schubert,_Franz/Schwanengesang,_D.957/08_Der_Atlas",James Gilchrist,Male,
XAvWg7siyT4,,"Schubert,_Franz/Schwanengesang,_D.957/08_Der_Atlas",Kevin McMillan,Male,
AecKNBZ3eyk,,"Schubert,_Franz/Schwanengesang,_D.957/08_Der_Atlas",Florian Boesch,Male,
gHgmM47ig6g,,"Schubert,_Franz/Schwanengesang,_D.957/08_Der_Atlas",Kayleen Sánchez,Female,
X2vy8Bcabyg,,"Schubert,_Franz/Schwanengesang,_D.957/08_Der_Atlas",Istvàn Kovàcs,Male,
PldPAtgnj3g,,"Schubert,_Franz/Schwanengesang,_D.957/14_Die_Taubenpost",Andrè Schuen,Male,
nLSnGMJeE4o,,"Schubert,_Franz/Schwanengesang,_D.957/14_Die_Taubenpost",Dietrich Fischer-Dieskau,Male,
ghOVuK6sAlg,,"Schubert,_Franz/Schwanengesang,_D.957/14_Die_Taubenpost",Thomas Quasthoff,Male,
uk5cfEPVsYU,,"Schubert,_Franz/Schwanengesang,_D.957/14_Die_Taubenpost",Wolfgang Holzmair,Male,
GW8Ji4zOCZA,,"Schubert,_Franz/Schwanengesang,_D.957/14_Die_Taubenpost",Peter Schreier,Male,
_S83Cho4pWI,,"Schubert,_Franz/Schwanengesang,_D.957/14_Die_Taubenpost",Gerhard Hüsch,Male,The audio quality is old
Sb_Tx61cOac,,"Schubert,_Franz/Schwanengesang,_D.957/14_Die_Taubenpost",Ian Bostridge,Male,
MupOCrvLIv0,,"Schubert,_Franz/Schwanengesang,_D.957/14_Die_Taubenpost",Manuel Adt,Male,Unedited video?
4ZQ_zvE7Nb8,,"Schubert,_Franz/Schwanengesang,_D.957/14_Die_Taubenpost",Richard Novák,Male,
zRK4OIkKCms,,"Schubert,_Franz/Schwanengesang,_D.957/14_Die_Taubenpost",Bryn Terfel,Male,
Nskm8i7YgcU,,"Schubert,_Franz/Schwanengesang,_D.957/14_Die_Taubenpost",Nathalie Stutzmann,Female,
hepgcjwfXhQ,,"Schubert,_Franz/Schwanengesang,_D.957/14_Die_Taubenpost",Christian Gerhaher,Male,
lbgfLkRoSoI,,"Schubert,_Franz/Schwanengesang,_D.957/14_Die_Taubenpost",Thomas E. Bauer,Male,
IWe-s1NlpZo,,"Schubert,_Franz/Schwanengesang,_D.957/14_Die_Taubenpost",Matthias Goerne,Male,Very slow tempo
SUUxz30QmEM,,"Schubert,_Franz/Schwanengesang,_D.957/14_Die_Taubenpost",Ernst Haefliger,Male,
XwfNOk6IZIg,,"Schubert,_Franz/Schwanengesang,_D.957/14_Die_Taubenpost",Peter Pears,Male,
d3YYz0yLmIU,,"Schubert,_Franz/Schwanengesang,_D.957/14_Die_Taubenpost",Hans Peter Blochwitz,Male,
TdYLeTx8Qwk,,"Schubert,_Franz/Schwanengesang,_D.957/14_Die_Taubenpost",Jan Kobow,Male,
fn1O7KiEb94,,"Schubert,_Franz/Schwanengesang,_D.957/14_Die_Taubenpost",Sönke Tams Freier,Male,
bQ7KD42UAjQ,,"Schubert,_Franz/Schwanengesang,_D.957/14_Die_Taubenpost",Mark Padmore,Male,Very slow tempo
jkVHluvR9Z0,,"Schubert,_Franz/Schwanengesang,_D.957/14_Die_Taubenpost",Hermann Prey,Male,
6cI5RdmSh-0,,"Schubert,_Franz/Schwanengesang,_D.957/14_Die_Taubenpost",Günther Groissböck,Male,
X4VWgSLfk5o,,"Schubert,_Franz/Schwanengesang,_D.957/14_Die_Taubenpost",Peter Schreier ,Male,
OelIcNJT1xw,,"Schubert,_Franz/Schwanengesang,_D.957/14_Die_Taubenpost",James Gilchrist,Male,
mYgtdqt8ZnM,,"Schubert,_Franz/Schwanengesang,_D.957/14_Die_Taubenpost",José van Dam,Male,
xXtQl6BCe_o,,"Schubert,_Franz/Schwanengesang,_D.957/14_Die_Taubenpost",Istvàn Kovàcs,Male,
Fn2xQVztnew,,"Schubert,_Franz/Schwanengesang,_D.957/14_Die_Taubenpost",Hans Hotter,Male,
